Data,IPEDS_ID,year,FBS_Conference,Total_Expenses,Excess_Transfers_Back,Other_Expenses,Medical,Competition_Guarantees_spent,Recruiting,Game_Expenses_and_Travel,Facilities_and_Equipment,Coaches_Compensation,Support_and_Admin_Compensation_w_Severance,Athletic_Student_Aid,Total_Revenues,Other_Revenue,Corporate_Sponsorship_Advertising_Licensing,Donor_Contributions,Competition_Guarantees_earned,NCAA_Conference_Distributions_Media_Rights_and_Post-Season_Football,Ticket_Sales,Institutional_Government_Support,Student_Fees,Total_Institutional_Government_Support_and_Student_Fees,Total_Football_Spending,Total_Football_Coaching_Salaries,fpi,rk,eff_ove,rnk_ove,eff_off,rnk_off,eff_def,rnk_def,eff_spe,rnk_spe
Kansas State University,155399,2021,Big 12 Conference,87729711,0,9374785,1346334,1290730,524634,6482104,29672593,14280438,17036780,7721313,67602026,7257903,2697913,13963186,20435,40810211,2852378,0,0,0,17527638,6621232,7.2,35,65.3,32,60.6,39,65.1,25,46.1,90
Kansas State University,155399,2022,Big 12 Conference,82220606,0,12272102,1229144,2255553,1791591,10611133,10391043,17963261,16270825,9435954,100822204,4538474,1342736,28109188,2217164,49393332,15221310,0,0,0,24148400,8405778,14.8,12,77.4,14,70.2,23,73.5,18,57.4,35
Kansas State University,155399,2023,Big 12 Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,11,79,14,78.4,14,69,24,49.2,78
University of Kentucky,157085,2013,Southeastern Conference,108668086,0,13916953,1014792,2426184,2065130,10477681,24165160,22484585,19601217,12516385,111340013,7463205,10513532,22182173,1160838,35469773,33565191,0,985302,985302,20473514,5622887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Kentucky,157085,2014,Southeastern Conference,108294101,0,15001429,1074578,2955422,2296156,13080996,18591026,23187081,19453668,12653745,110666939,7259717,6754142,21814618,940834,35375662,37535831,0,986134,986134,18901972,6015261,3.3,60,54.5,57,57.7,52,50.2,62,49,72
University of Kentucky,157085,2015,Southeastern Conference,131655724,0,11947756,952131,3526850,2580830,15534132,35682533,28750770,18778370,13902352,133182709,7899141,8474475,27710219,1338431,51539136,36221307,0,0,0,20669488,7322895,2.1,69,42.9,86,47.7,69,42.3,85,45.6,85
University of Kentucky,157085,2016,Southeastern Conference,146628143,2989452,13816828,1011837,3962086,2477689,17102244,38673758,29540632,21743609,15310008,149232549,8498291,8240596,28269686,1123857,61106228,41993890,0,0,0,23835436,8308840,2.3,62,49.7,63,56.4,47,42.6,80,52.6,55
University of Kentucky,157085,2017,Southeastern Conference,142416148,3864518,12514695,981691,3144902,2724204,20587674,30288665,29324627,23231453,15753718,144491133,7491785,14097163,20690146,1938312,64238914,36034814,0,0,0,27028887,9005336,1.4,58,52,62,55,47,43.5,81,64.3,8
University of Kentucky,157085,2018,Southeastern Conference,143805849,4735893,13078451,961767,3840369,2933493,19262505,29393462,29470380,23551802,16577728,144766573,7695775,7134444,23247920,1350193,63822593,41515648,0,0,0,28119173,10388667,11.4,26,70.7,24,56,52,75.6,19,53.6,52
University of Kentucky,157085,2019,Southeastern Conference,159265960,5701762,15523667,927104,4158366,3505907,21374126,33617063,33163000,24194887,17100078,159446186,16719060,6400153,24767248,1708062,70700858,39150804,0,0,0,32093338,12079151,8.8,25,63.2,32,54,55,65.9,33,55.8,39
University of Kentucky,157085,2020,Southeastern Conference,152814999,5632055,12863150,957155,4262415,2239242,17979611,35878563,33342456,23983868,15676482,153016564,7633201,5874441,26802330,1352833,70763197,40590563,0,0,0,31331631,12481103,4.8,45,58.6,41,46.1,69,64.3,31,57.7,28
University of Kentucky,157085,2021,Southeastern Conference,120938509,0,7612198,1092879,274069,362141,12062029,31673007,29985260,23306489,14570437,121477527,4056716,5087463,3659434,262550,96657229,6168115,5585570,450,5586020,24684438,11440169,8.8,28,67.7,23,69.1,19,60.1,41,47.6,80
University of Kentucky,157085,2022,Southeastern Conference,158840674,5219491,11688177,1021810,4458488,2982841,20029633,35336941,34920545,26291968,16890780,159079024,8505274,5697716,27938279,1155850,75243794,40538111,0,0,0,36465661,14341657,5.8,44,59.3,50,46.8,69,72.5,20,34.8,122
University of Kentucky,157085,2023,Southeastern Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,33,64.8,33,63.5,33,60.8,42,51,71
University of Louisville,157289,2013,Big East Conference,107457910,0,19355384,849187,2793890,1552465,11833262,20615787,21300816,17393981,11763138,111889736,10133178,5832120,33657257,1605503,17853738,30112900,10454262,2240779,12695041,26970015,7954187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Louisville,157289,2014,American Athletic Conference,100925167,0,15205617,946452,2430860,1572993,11120827,16618688,23904282,16990921,12134527,101578594,10239596,5673399,33628125,348897,11973861,30822719,6648170,2243827,8891997,24686314,8876557,11,35,68.9,27,49.2,66,85,5,35.3,116
University of Louisville,157289,2015,Atlantic Coast Conference,116182273,0,13833526,1094068,1911059,1882012,10700439,27436012,23918820,20552927,14853410,119269931,9769911,7745431,33344106,657941,25765682,33824868,5874277,2287716,8161992,21326816,8710896,10.3,35,64.9,37,50.7,61,73.8,14,47.2,77
University of Louisville,157289,2016,Atlantic Coast Conference,123505940,0,11997629,1120866,2150347,1952133,15059480,28219905,26313889,20086317,16605374,126614295,7326066,11801476,34312478,2238043,29774903,32803177,6114406,2243746,8358152,26451343,8609127,21.6,9,80.1,10,80.3,6,74.6,15,35.4,112
University of Louisville,157289,2017,Atlantic Coast Conference,130868572,0,16127154,1177140,1848883,2053632,14647868,28353519,26984968,23119345,16556064,133147516,6175006,13125461,43409598,1286809,30612678,32586477,3755848,2195639,5951487,27851644,9872902,13,22,71.3,23,80.4,8,48.4,68,58.9,23
University of Louisville,157289,2018,Atlantic Coast Conference,143206351,0,14667851,1269300,2794043,1993264,15671304,29203343,28707627,32937473,15962145,144767970,20557406,11800638,38429354,1211666,32279046,32582376,5776256,2131227,7907484,28526873,10528220,-11.9,103,20.4,120,26.7,113,20.6,122,63.5,10
University of Louisville,157289,2019,Atlantic Coast Conference,160222133,0,31733970,1788129,2234338,2491286,12624813,28023084,26211532,39781931,15333051,148338468,15115747,19282815,40481925,3106764,31258043,32814552,5207179,1071445,6278624,49212124,9439102,2.5,54,61.1,38,71.7,18,44.6,77,52.6,58
University of Louisville,157289,2020,Atlantic Coast Conference,145352349,0,38353704,2078391,1645874,1614250,11723335,26096683,27084653,22281674,14473786,147484986,23410778,16882200,38069845,575839,34054586,28793379,4755793,942566,5698359,27948674,10176578,6.2,38,51,64,60.1,34,46,75,34,109
University of Louisville,157289,2021,Atlantic Coast Conference,109320333,0,21956030,2550878,1005500,320340,7938033,18071135,24184172,18152603,15141642,101110217,16775972,26155862,11641455,55730,35235096,5869359,4389243,987500,5376743,23075716,8526846,4.9,46,60.8,43,67.2,23,51.6,64,46.2,89
University of Louisville,157289,2022,Atlantic Coast Conference,139978927,0,29052036,2140865,1581306,2129809,19363897,18611113,26136852,25764407,15198642,146225965,14499579,24681920,30413091,4270000,39247870,27045669,5167836,9.00E+05,6067836,34994933,9776832,10.7,22,70.1,21,54.9,53,74.8,14,58.1,33
University of Louisville,157289,2023,Atlantic Coast Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,23,69.4,24,62.8,34,71.8,20,43.3,97
Louisiana State University and Agricultural & Mechanical College,159391,2013,Southeastern Conference,122496372,0,22958967,715495,4172946,1565658,13928548,24528900,22901715,18584305,13139839,136623582,15067469,3390867,37326185,3490,35567283,45268289,0,0,0,30035786,11820744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana State University and Agricultural & Mechanical College,159391,2014,Southeastern Conference,140724586,0,37428489,650412,3521843,1566461,14689512,24872588,24196528,19264662,14534091,153010284,11799163,3934905,56467590,3480752,34191079,43136796,0,0,0,44056202,13056623,19,15,72.9,23,60.5,44,76.6,13,51.8,60
Louisiana State University and Agricultural & Mechanical College,159391,2015,Southeastern Conference,144772633,5355677,23201932,666384,3493164,2101210,17734549,30009994,26587028,20450205,15172489,158502922,12529535,3790554,45125662,3902488,45326251,47828431,0,0,0,32249529,13817528,20.6,8,75.3,13,73.8,17,70.4,21,43.2,92
Louisiana State University and Agricultural & Mechanical College,159391,2016,Southeastern Conference,139943821,0,17681308,914446,5749820,2199645,19266110,29903775,25630214,21303401,17295103,159925625,12519740,3733330,37866703,623212,54125775,51056865,0,0,0,34469358,13086849,22.9,6,82.9,6,73.2,18,86.7,5,32.4,119
Louisiana State University and Agricultural & Mechanical College,159391,2017,Southeastern Conference,153812678,8204281,23623829,1063749,4181729,2073647,16157106,31852590,28046063,21292553,17317132,163325403,10911937,3647060,40873056,2503315,59120949,46269086,0,0,0,33259509,13091396,13.9,14,74.9,14,75.5,15,67.6,29,44,96
Louisiana State University and Agricultural & Mechanical College,159391,2018,Southeastern Conference,156848962,8524689,24346819,1043889,3346367,2872141,16895879,31064167,29090163,22430068,17234779,156926096,11194412,3316589,37844857,4316410,56785633,43468195,0,0,0,34058627,13733747,14.9,17,79.7,7,67.5,29,80.4,10,57.1,33
Louisiana State University and Agricultural & Mechanical College,159391,2019,Southeastern Conference,167384460,9483560,27018282,1136575,4314469,3392603,19853573,28231963,30628617,25146979,18177838,167238470,10815334,3172320,44634762,5070537,58908308,44637209,0,0,0,37434599,14153399,30.3,3,95.2,2,97.2,1,79.6,11,43.1,90
Louisiana State University and Agricultural & Mechanical College,159391,2020,Southeastern Conference,171731874,8831262,22417351,1309915,3947588,2920278,19271195,31305960,35572361,28612528,17543435,167970568,11010347,4506383,45351312,1580939,61914416,43607171,0,0,0,43349106,19979703,9.2,28,59.2,37,51.7,59,59.6,38,61.5,21
Louisiana State University and Agricultural & Mechanical College,159391,2021,Southeastern Conference,131855613,340160,16009599,5089783,317734,610013,11585566,24538221,32407822,27346860,13609855,121893544,4846682,3796228,21870291,0,78764902,8573479,4041962,0,4041962,30822136,16501799,5.8,42,58.9,50,51.8,64,61,38,54.9,45
Louisiana State University and Agricultural & Mechanical College,159391,2022,Southeastern Conference,197365660,4595261,37951631,1708872,5119525,2407564,20415998,28843874,43982836,38684896,13655203,199309382,11272264,3321054,75929827,564608,61626687,46594942,0,0,0,59384456,25009493,17.4,10,78.3,11,78.6,13,74.4,15,26.4,130
Louisiana State University and Agricultural & Mechanical College,159391,2023,Southeastern Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,10,79.4,13,96.9,1,35.9,106,38.5,116
University of Maryland-College Park,163286,2013,Atlantic Coast Conference,73708030,0,6905079,990439,1484376,904576,6365362,12519966,15857542,13745242,14935447,74111118,2964125,7284917,12481839,751644,18864973,13770125,4987696,13005799,17993495,14064341,5622179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Maryland-College Park,163286,2014,Atlantic Coast Conference,83502432,0,7225626,1107427,4754874,915657,8286577,14664832,16210861,15124392,15212186,84054104,2416948,10345393,12849275,522425,21792018,15386483,7790327,12951235,20741562,18622087,5687817,5.8,52,58,49,45.4,70,59.6,44,67.1,9
University of Maryland-College Park,163286,2015,Big Ten Conference,105817668,0,11130134,1335843,1589526,998996,10677054,30546927,17435513,16173916,15929759,105963539,5575830,8838564,12664432,803134,43146950,18304426,3331895,13298309,16630204,18664112,6114839,-1.5,84,42.1,87,36.7,90,50.5,69,48.4,73
University of Maryland-College Park,163286,2016,Big Ten Conference,106241564,0,13011105,1325005,1974249,1375706,9132279,21806900,19318229,20635621,17662469,106241564,3793636,8147494,15440317,1000081,41829700,18621669,4278163,13130505,17408668,23459838,7656817,-2.3,78,44.8,75,47.5,68,40.2,87,64.4,17
University of Maryland-College Park,163286,2017,Big Ten Conference,104794219,0,13089851,1438271,1140478,1496041,10807053,21450273,19174816,18212044,17985391,104887586,4876585,8084349,13576748,799801,44645688,16904358,2694180,13305878,16000057,20903066,6870592,-5.1,84,42.5,83,47.4,70,36.8,95,63.6,11
University of Maryland-College Park,163286,2018,Big Ten Conference,105557685,0,12692099,1349609,1400683,1412121,10077099,22895915,18965537,18753113,18011511,106069913,3802344,12286478,12641212,599472,44952631,15929369,2749268,13109139,15858408,21453894,7035391,4.6,50,58.6,51,53.7,58,57.6,52,57.2,32
University of Maryland-College Park,163286,2019,Big Ten Conference,115301649,0,14027384,1497845,1358947,1519749,10034144,21919882,19541655,27007935,18394108,115312650,5630286,9379675,11935024,1457403,45831873,14195516,13758296,13124577,26882873,30215344,7144178,-5.6,89,38.9,92,29.7,107,45.9,74,67.3,12
University of Maryland-College Park,163286,2020,Big Ten Conference,96564349,0,8419163,1254314,1504837,1532925,8690940,15429811,21264861,19923131,18544368,96622046,2929555,9460714,10246482,180080,44409587,14997271,4831702,9566655,14398357,22396462,7847528,-1.6,78,50,68,57,44,46.2,73,43.8,88
University of Maryland-College Park,163286,2021,Big Ten Conference,81831650,0,6233817,1925120,161563,421739,5488628,13322216,20963623,15902880,17412064,60901167,4293771,6126554,1356223,0,34223569,97841,2934615,11868594,14803209,20498932,7453770,1.1,63,51.7,66,60.5,40,44.6,85,43.7,104
University of Maryland-College Park,163286,2022,Big Ten Conference,114385462,0,9853277,2401888,2678872,2320815,11260756,18071072,25446854,24449870,17902058,107526374,5827808,11468968,9990560,0,52250716,12735792,3288610,11963920,15252530,30801233,9562357,7.8,31,61.9,34,61,41,57.8,45,52,55
University of Maryland-College Park,163286,2023,Big Ten Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,27,68.9,26,67.6,26,63.1,34,50.2,74
University of Michigan,170976,2013,Big Ten Conference,152397305,0,18756160,977754,2229459,2312066,15183209,39254219,22237910,30159001,21287526,166932131,15145003,26140269,36390486,6395682,32388903,50174212,297578,0,297578,26824428,8733213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Michigan,170976,2014,Big Ten Conference,163166086,0,20306275,707622,3132756,2354509,16642714,40499914,24819547,32308765,22393984,180733324,19324836,25323218,40367180,946732,33505814,60972163,293381,0,293381,30624812,9754102,7.2,44,49.7,64,34.7,90,65.7,36,44.2,96
University of Michigan,170976,2015,Big Ten Conference,174409414,1612733,16044060,813851,4529987,2531378,14623764,44036628,28305377,38305846,23605788,174319562,17065701,25391525,40829011,766001,36895063,53071192,301070,0,301070,36455111,13006355,17.2,15,77.5,11,70.6,20,71,20,65.1,13
University of Michigan,170976,2016,Big Ten Conference,179621363,1382507,17062046,833973,5462705,2913658,21162997,39316590,29451605,35830026,26205256,184988649,16304641,26904176,42430325,1474414,41556218,56018032,300843,0,300843,41318961,12049475,27,3,88.9,3,73.7,17,87.4,3,74.8,3
University of Michigan,170976,2017,Big Ten Conference,198385778,4459949,15996702,1166891,7629335,3444876,23075510,46782027,31855518,36202181,27772789,204701631,20116619,33578715,42980200,451249,46101892,61162711,310244,0,310244,51127139,13786197,11.2,24,69.3,24,45.6,76,82.3,9,57.5,29
University of Michigan,170976,2018,Big Ten Conference,207680785,9758253,18473110,1029574,4096607,3250237,20950384,46391136,35724451,39224859,28782175,211254920,19549604,30885399,42316325,6896890,61317903,50013768,275031,0,275031,46890651,16314454,20.1,6,83.6,4,74,12,82.8,7,54,46
University of Michigan,170976,2019,Big Ten Conference,208392758,6003515,19155422,1464095,3619806,3422353,21207044,46335227,37008385,40683043,29493866,209668850,22790716,29900327,37914936,270436,61498570,57016413,277452,0,277452,50271426,17892498,20,12,76.2,15,69.3,23,72.7,19,55.1,44
University of Michigan,170976,2020,Big Ten Conference,197380520,8043143,14720068,1279590,3995902,2727002,15696979,47522712,33552875,40369478,29472771,201442183,18967946,27735559,35138362,368959,59274969,59787839,168548,0,168548,46783847,16537485,4.5,48,44.1,77,63.7,29,30.5,106,46.2,80
University of Michigan,170976,2021,Big Ten Conference,150618278,1755902,7868720,3125502,280000,822051,6818176,34280697,34149105,33605068,27913057,101236069,12831873,28533853,13799193,0,46016982,54168,0,0,0,37380521,17431948,20.7,4,84.3,4,78.2,8,74,13,73.5,1
University of Michigan,170976,2022,Big Ten Conference,195084818,1525443,14912334,959484,4490500,4171565,19414726,45751600,37619081,37934250,28305835,210652287,20309069,27440760,44258631,257400,62967233,55266135,153059,0,153059,52408535,17421486,23.6,4,85.1,4,79.5,12,79.2,7,57.1,37
University of Michigan,170976,2023,Big Ten Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,1,94.2,1,87.6,4,92.9,1,44.2,94
Michigan State University,171100,2013,Big Ten Conference,109040188,0,15581212,1740103,4246596,1571967,11201100,25894539,18894028,15952272,13958371,113924591,9361349,8231851,28048363,711756,34642783,30866859,2061630,0,2061630,26495316,6090200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan State University,171100,2014,Big Ten Conference,122956983,0,17411689,1637456,3509401,1652572,13413317,30180111,23904279,16966033,14282126,119814605,10257850,8582701,34023389,954906,37183997,27558464,1253297,0,1253297,39493639,11031185,23.1,7,85.7,7,83.2,8,76.2,14,54.5,47
Michigan State University,171100,2015,Big Ten Conference,123794856,0,12933152,1569393,4436034,1747496,13205788,34411503,23107414,17941542,14442536,124256870,10581199,12889401,30172620,1015304,39877694,28917765,802887,0,802887,38531972,9814129,16.6,18,72.6,21,68.6,26,71.8,18,38.6,109
Michigan State University,171100,2016,Big Ten Conference,137617482,0,16978654,1363454,3945777,1574304,19079088,35331222,23893524,18885920,16565539,138906923,11224236,16173927,34369174,944671,47182974,27868672,1143268,0,1143268,41656067,10149424,3.9,60,46.6,72,52.4,58,41.7,83,50.6,63
Michigan State University,171100,2017,Big Ten Conference,129898534,0,13795240,1337577,3945351,1915120,13872599,35343548,23137342,19869974,16681785,139311646,11211595,17525746,35776597,928074,43244486,29629064,996083,0,996083,33064718,9250825,8,32,69,25,56.4,43,75.7,15,50.5,60
Michigan State University,171100,2018,Big Ten Conference,148286003,0,14017523,1750889,3286192,1822888,16588533,48985364,24710189,19978985,17145441,157160793,11126922,17570811,25180431,878707,62140937,39389465,873522,0,873522,41065821,10582157,9.8,32,64.2,35,35.3,95,87.6,3,39.5,113
Michigan State University,171100,2019,Big Ten Conference,143780831,0,14304584,1959190,4155262,1885819,19683030,35737443,26265435,21870266,17919802,148396806,10750466,17477354,24991565,1196360,63344619,29697705,938738,0,938738,39545690,11273224,7.7,35,59,46,46.9,74,71.2,21,39.4,105
Michigan State University,171100,2020,Big Ten Conference,155427625,0,15991624,1801104,3550820,1644332,15222655,40961051,34965401,23787893,17502746,136773880,9739347,17730723,21973471,1031036,60658074,23954655,1686573,0,1686573,51196270,20090623,-2.9,83,37.2,91,28.1,106,55.9,46,33.1,112
Michigan State University,171100,2021,Big Ten Conference,104951574,0,5785291,1666609,329520,407685,4808773,28889391,25147697,21198847,16717761,89529295,4840738,11485450,22057649,0,45367722,246829,5530907,0,5530907,28259575,12289682,10.8,19,74.1,13,71.2,16,65.8,21,60.6,22
Michigan State University,171100,2022,Big Ten Conference,156449795,0,10575442,1964316,7022318,1912808,15436374,44272796,34708534,23483194,17074013,172799513,8245400,14135080,54135871,4882257,64863284,25178673,1358948,0,1358948,51227199,17232135,5.3,46,53,64,58.5,47,44.6,80,57.7,34
Michigan State University,171100,2023,Big Ten Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.6,82,38.2,94,32.5,102,44.1,79,62.5,17
University of Minnesota-Twin Cities,174066,2013,Big Ten Conference,112162271,0,21078452,997332,5582525,1664757,10036641,34213366,13705424,13149162,11734611,114324657,23397288,11103944,9931097,565437,32888024,27015904,9422962,0,9422962,24239509,4196662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Minnesota-Twin Cities,174066,2014,Big Ten Conference,121530028,0,21752584,1035976,8445420,1860729,16625081,28206899,13892303,17534578,12176457,121530028,24383114,11558488,11826414,371505,32749296,32616292,8024919,0,8024919,31770474,5052912,8.3,39,62.3,40,59.3,49,56.5,51,62.8,15
University of Minnesota-Twin Cities,174066,2015,Big Ten Conference,127086407,0,22464231,1108023,3745020,2042445,15610642,31822400,20303402,18939299,11050945,127086407,21068900,9418588,23367961,585345,38441393,26293955,7910266,0,7910266,30202647,8402340,3.4,66,46.7,79,43.7,75,51.8,64,46.9,78
University of Minnesota-Twin Cities,174066,2016,Big Ten Conference,124951628,0,12261028,1015212,3112637,1716268,14075046,38889729,22116170,19550745,12214793,128149492,22367268,11766970,17218134,352250,41506714,26971893,7966262,0,7966262,31224228,8611110,7.2,47,61.1,43,43.3,75,68.6,23,65.1,15
University of Minnesota-Twin Cities,174066,2017,Big Ten Conference,126245436,0,10098398,1102812,2421937,1796545,15469196,34476798,23023141,24420136,13436474,128650016,11155392,14299114,15497289,138183,48517920,22662362,16379755,0,16379755,36820064,9333468,-0.2,66,45.1,75,36,94,55,55,52.7,53
University of Minnesota-Twin Cities,174066,2018,Big Ten Conference,124193908,0,11908897,1498811,2282541,2390435,13000532,34410799,23749431,21163691,13788771,134723397,14705294,13309926,16663529,510955,60396352,23131907,6005434,0,6005434,32319858,10736813,5.2,48,54.9,59,45,80,60,46,59.5,24
University of Minnesota-Twin Cities,174066,2019,Big Ten Conference,137203670,0,11841138,1428426,3226088,2812842,14540825,41603190,24147820,22942645,14660697,138270134,12745727,13415331,19020803,72603,63438865,21126546,8450258,0,8450258,36577932,10244731,13.8,18,74.5,19,80.4,7,63.1,39,30.3,127
University of Minnesota-Twin Cities,174066,2020,Big Ten Conference,130682426,0,9490545,1519033,2328105,2111321,13947930,39100750,25376756,22521245,14286741,124884032,8444340,13202473,11361035,402354,60516435,22631728,8325667,0,8325667,37742945,11899168,5.4,42,57.1,45,72.9,20,36.4,95,49.8,67
University of Minnesota-Twin Cities,174066,2021,Big Ten Conference,103821135,0,4774727,5851475,217638,377191,5487435,30920244,22988232,18290972,14913221,85512708,4336111,7777725,15492206,0,49455720,0,8450946,0,8450946,25887683,10774290,9.1,27,67.1,25,61.8,36,67.6,16,46.8,87
University of Minnesota-Twin Cities,174066,2022,Big Ten Conference,130285463,0,10105839,1822278,3623807,2177614,13474169,36114471,26675475,20928554,15363256,135198272,8942230,10807446,24382112,460000,63367216,19252536,7986732,0,7986732,40749035,13381223,11.4,21,72.4,19,66.1,32,73.5,17,40.8,109
University of Minnesota-Twin Cities,174066,2023,Big Ten Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,69,45.7,72,46.6,74,44.7,76,54.3,52
University of Mississippi,176017,2013,Southeastern Conference,82952808,0,11574423,924351,2583788,1448522,8731099,14965263,14162125,20359786,8203451,85365517,6838864,4155698,21466360,288468,29185187,18974119,2233088,2223734,4456821,32879566,5926286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Mississippi,176017,2014,Southeastern Conference,83892288,0,12738366,1065031,3067246,1490851,10671043,14594833,15715338,15705771,8843808,86817337,9607658,5559751,18197837,506489,28717307,19779866,2260194,2188236,4448429,31312399,6985764,20.5,9,81.7,9,61,39,88.5,2,47.4,79
University of Mississippi,176017,2015,Southeastern Conference,94203793,0,9830027,1003383,2283369,1363380,9296193,26552093,17994199,16730810,9150340,100151696,5246529,3586828,25172470,2363672,39394786,22105765,96003,2185643,2281646,30913879,8779240,23.6,4,84,4,85.4,2,73,15,45.9,84
University of Mississippi,176017,2016,Southeastern Conference,109632366,0,10746442,1503135,2545670,1416270,11630962,33209510,20419668,17762666,10398041,124783271,6195698,5455897,35781039,284510,51082231,23276234,549249,2158413,2707661,38591717,10372388,11.1,29,60.6,44,69.4,27,47.1,67,50.1,66
University of Mississippi,176017,2017,Southeastern Conference,120368625,0,9728183,1170887,2431771,1615119,13424949,39392081,21254535,19630885,11720215,130261389,6258196,5553048,35767347,3133980,50228482,26241762,965179,2113395,3078574,39042639,11198428,2.1,53,54.1,60,64,31,41.1,88,56.7,36
University of Mississippi,176017,2018,Southeastern Conference,126052405,0,9850778,1294046,4054943,1816599,13422518,39284115,20353285,24519370,11456751,119686077,5810187,5570481,36845843,559364,43457534,24098587,1281077,2063004,3344081,38175551,8777311,3,58,49.9,72,71.3,20,32.6,105,41.3,108
University of Mississippi,176017,2019,Southeastern Conference,119782330,0,9285298,1008490,4369046,1746431,13368611,35844135,22075486,20500591,11584242,114937580,6526892,8504411,29591431,1242880,43636251,22154919,1254511,2026284,3280795,40054193,10308106,5.3,46,51.3,59,49.9,62,51.2,65,53.1,53
University of Mississippi,176017,2020,Southeastern Conference,118317367,0,7851366,879186,3417655,1424408,9663773,30749606,26990890,25838109,11502373,110849179,6257989,5400221,27043666,272215,52130832,16290403,1452260,2001592,3453853,46460374,14562699,6.5,35,58.7,40,84.4,5,26.6,112,43.7,90
University of Mississippi,176017,2021,Southeastern Conference,109763195,0,7324049,4632115,592289,339608,10304844,29896914,21730784,24004908,10937684,127394340,4813763,5208605,14905218,20000,88018028,6826405,5690543,1911778,7602321,38313502,10321262,11,18,72.1,16,69.4,18,61.8,35,66,14
University of Mississippi,176017,2022,Southeastern Conference,138796990,0,12922291,1607512,3074450,2506402,15916655,36644668,28788459,25036564,12299989,133557937,9551861,6134932,34409478,532175,59280314,19574652,2162747,1911778,4074525,55107688,14886471,12.3,18,68.3,24,72.5,18,57.1,51,45.5,85
University of Mississippi,176017,2023,Southeastern Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,15,77.1,15,78.8,13,64.3,32,52.2,62
Mississippi State University,176080,2013,Southeastern Conference,66722341,0,11202879,1215864,2651981,1278311,7581031,13074259,12791053,9365318,7561644,73005584,6273853,978059,19620487,283233,29050850,13309575,0,3489527,3489527,17772242,6309441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi State University,176080,2014,Southeastern Conference,62253833,0,6446341,1013452,2540859,1193644,8057277,11712304,13535501,9504114,8250340,71280561,5686271,1141387,15959122,1779521,29417717,14263333,0,3033210,3033210,17521653,6476751,20.1,10,80.4,10,77.2,10,74.6,18,47.4,80
Mississippi State University,176080,2015,Southeastern Conference,79448416,0,9548615,1037514,2221564,1302638,8763432,19723997,16667909,11380948,8801799,86201615,3948080,7666750,19121272,220076,36523103,16744511,0,1977825,1977825,19679382,9011316,16.7,17,76.3,12,78,15,65.6,34,48.5,72
Mississippi State University,176080,2016,Southeastern Conference,98948444,3285239,9050625,1131940,2538992,1433536,10934353,27712949,20454307,12330836,10075667,107146699,4259249,7440674,26121814,336215,50896760,18091987,0,0,0,25190269,11191343,6.2,51,52.5,60,63.1,36,40.9,85,49.8,67
Mississippi State University,176080,2017,Southeastern Conference,97434114,1976023,9904906,1070449,1412125,1467854,12796181,26234156,18764093,13060235,10748093,110614844,4686256,7497361,27676254,710258,52598212,17446503,0,0,0,25502768,9531079,13.3,19,73.6,15,56,45,83.1,8,52.7,54
Mississippi State University,176080,2018,Southeastern Conference,100975006,4077657,10322517,970987,2094428,1460625,13637796,25465139,19234870,13171760,10539228,112074356,5313443,8071633,25778645,63127,54572732,18174072,100703,0,100703,25063416,9147244,18.4,9,78.5,12,66.5,33,83.1,6,36.4,121
